Words,WordCounts,1-s2.0-S0925527314001339-main.txt,2302.12902.txt,2304.12966.txt,5595_raising_the_cost_of_malicious_.txt,978-3-662-49851-4_1.txt,Big_data_A_review.txt,Data_Mining_with_Big_Data.txt,EBSCO-FullText-2024-03-29 (1).txt,EBSCO-FullText-2024-03-29 (2).txt,EBSCO-FullText-2024-03-29.txt,J of Business Logistics - 2013 - Waller - Data Science  Predictive Analytics  and Big Data  A Revolution That Will.txt,provost-fawcett-2013-data-science-and-its-relationship-to-big-data-and-data-driven-decision-making.txt
dataset,104,0.0022499860539358764,0.005405289062264842,0.00384079415895394,0.0018806586001286678,0.0,0.0,0.002044251433867756,0.06714931755505583,0.050033536170974204,0.12578580579234422,0.0,0.003435286328620458
imbalanced,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016555691831601917,0.02656939147543874,0.12060433037877363,0.0,0.0
mathematics,21,0.0,0.0,0.0,0.0,0.006159475199043561,0.0,0.0,0.0,0.0,0.10922369302882824,0.0,0.0
crossref,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17294715427952756,0.10922369302882824,0.0,0.0
model,318,0.003564717597396499,0.006422816156648312,0.047159374785453755,0.04469372240005529,0.027471600717831182,0.01697943747008222,0.038865195881889296,0.23810333053860888,0.0548789330298927,0.10185732402311223,0.0031504988290317363,0.0027213114513104353
tomek,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1017440295175459,0.0,0.0
2862,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1017440295175459,0.0,0.0
transaction,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0052436896645972385,0.024606295391113704,0.007404262024241302,0.100380609460634,0.015302343390720828,0.008811819875912877
detection,134,0.007313328888161964,0.0,0.0,0.02241386093561912,0.0,0.0,0.002214870478836851,0.16629437893175725,0.07088931680005413,0.09994178133523748,0.008618030636445003,0.007444010212792148
algorithm,182,0.0,0.014864544921228318,0.038407941589539404,0.011283951600772005,0.015763257742686165,0.0042868470185984196,0.012265508603206535,0.0703469041052966,0.1077645394451752,0.09783340450515661,0.0,0.0
9998,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08902602582785266,0.0,0.0
accuracy,91,0.021181663407948262,0.0,0.006779576112693872,0.0,0.0,0.0,0.00481121268703611,0.08654468345756824,0.05434872262511076,0.08881230380729228,0.0,0.004042529430097895
algorithms,117,0.0,0.008745069469099823,0.008877022737665313,0.0,0.017487732998171156,0.003963184370948455,0.052917416539391804,0.005912329031425267,0.040918714109814736,0.0852784608648496,0.00735360505429602,0.015879588224462466
laundering,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08266702398300604,0.0,0.0
2019,64,0.0,0.03292950542232885,0.007388988079507108,0.024120296311771008,0.0,0.0,0.0,0.01640419692740914,0.007404262024241302,0.0788704788619267,0.0,0.0
recall,61,0.0,0.0,0.004046251282499014,0.007925045662729231,0.0,0.0,0.0,0.08533878663031635,0.043249230722510294,0.07852712043491475,0.0,0.0
score,53,0.0,0.012559890503632903,0.0,0.0,0.0,0.0,0.0,0.044580043528793654,0.059620212017138546,0.07794123765145983,0.0,0.0
creditcardfraud,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006247266705431332,0.0,0.07645658512017976,0.0,0.0
dornadula,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07630802213815943,0.0,0.0
tpot,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07630802213815943,0.0,0.0
legitimate,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0039939447203925504,0.0,0.0,0.07099540046873835,0.0,0.0
links,14,0.004395897575119614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07099540046873835,0.0,0.0
precision,36,0.0,0.0,0.0,0.0026416818875764103,0.0,0.0,0.0028714738475824854,0.013474545257418372,0.03513999996203961,0.07067440839142328,0.0,0.0
9999,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0699490202933128,0.0,0.0
randomforest,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0699490202933128,0.0,0.0
f1,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04966707549480575,0.06310230475416702,0.06753842501211323,0.0,0.0
training,152,0.0,0.1288414572960115,0.0,0.024451484657039044,0.0,0.004644639476083956,0.004429740957673702,0.020786797366469656,0.03961461821179495,0.06662785422349166,0.008618030636445003,0.0
used,185,0.030300099577870238,0.02247985654826909,0.009888256003401593,0.016387698213353608,0.08241480215349355,0.010187662482049331,0.012955065293963099,0.05319329724798709,0.013719733257473174,0.06642868958029058,0.040956484777412566,0.01632786870786261
money,19,0.0,0.0,0.0,0.0,0.004883729965176619,0.0,0.0,0.009906676339731923,0.0,0.06495103137621652,0.006160836517717096,0.0
normalization,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06359001844846618,0.0,0.0
resampling,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003759720745207121,0.06007303116585553,0.0,0.0
du,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003759720745207121,0.06007303116585553,0.0,0.0
based,187,0.039211893571361484,0.019268448469944934,0.009127620926216856,0.01340811672001659,0.014984509482453372,0.03395887494016444,0.03238766323490774,0.06585836802131735,0.0365859553532618,0.059785820622261523,0.018902992974190416,0.01904918015917305
method,90,0.009751105184215953,0.01610518216200144,0.0,0.026489108378458963,0.0,0.009289278952167912,0.002214870478836851,0.04157359473293931,0.05837943736475045,0.057542237738470066,0.0,0.0
11,69,0.0057750708689754265,0.0023123052509052594,0.008215183683140738,0.009654225791393021,0.005394636731529574,0.02200622114395332,0.005247008924317261,0.013678817330904584,0.014817897855959996,0.052613602625101376,0.0,0.0029391325882963237
forest,15,0.0,0.0,0.0,0.002913302855806241,0.0,0.0,0.0,0.004953338169865961,0.002981010600856927,0.05196082510097321,0.0,0.0
2018,74,0.0,0.04679456033699363,0.0024629960265023696,0.05547668151707332,0.0,0.0,0.0,0.012303147695556852,0.012340436707068837,0.050190304730317,0.0,0.0
ae,73,0.0,0.0,0.011600129879108703,0.0,0.0,0.0,0.0,0.0,0.1859857403280712,0.048241732151509446,0.0,0.0
reliability,14,0.0,0.0,0.0,0.0,0.004883729965176619,0.0,0.0031667223066778206,0.0,0.002981010600856927,0.04763075634255878,0.0,0.0
15,53,0.006240327349068378,0.00749577383065699,0.003550809095066125,0.003477332752385746,0.005829244332723719,0.011889553112845362,0.007559630934198828,0.011824658062850534,0.012453521685595789,0.04651552410809978,0.0,0.0
methods,133,0.042776611168757986,0.010704693594413853,0.0007606350771847379,0.02383665194669616,0.004994836494151124,0.030562987446147993,0.030768280073162357,0.007599042463998156,0.019817392483016807,0.046500082706203406,0.03150498829031736,0.013606557256552177
results,124,0.005347076396094748,0.02247985654826909,0.004563810463108428,0.008938744480011059,0.02247676422368006,0.01697943747008222,0.008096915808726936,0.03799521231999078,0.04573244419157725,0.046500082706203406,0.0031504988290317363,0.005442622902620871
9306,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04451301291392633,0.0,0.0
ej,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04451301291392633,0.0,0.0
aml,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04451301291392633,0.0,0.0
tp,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005518563943867306,0.0232482175410089,0.0434175589363585,0.0,0.0
classiﬁer,12,0.0,0.0,0.0,0.003245740053732901,0.0,0.0,0.0,0.0,0.006642347868859685,0.0434175589363585,0.0,0.0
minority,11,0.0,0.0,0.0,0.0,0.00544101274194597,0.0,0.0,0.0,0.0033211739344298427,0.0434175589363585,0.0,0.0
detecting,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0031667223066778206,0.044580043528793654,0.023848084806855414,0.04330068758414435,0.0,0.0
positive,28,0.0,0.003466263728666195,0.0012314980132511848,0.0,0.0,0.0,0.0,0.024606295391113704,0.012340436707068837,0.04302026119741456,0.010201562260480553,0.0
proposed,106,0.006749958161807629,0.009459255858963475,0.0048009926986924256,0.007522634400514671,0.003152651548537233,0.0,0.014309760037074291,0.12790346200963018,0.046184802619360796,0.041928601930781406,0.0,0.0
best,64,0.0020801091163561262,0.00749577383065699,0.0026631068212995936,0.0,0.008743866499085578,0.00792636874189691,0.01889907733549707,0.008868493547137899,0.03202334147724631,0.04134713254053314,0.0,0.006351835289784985
analysis,130,0.017823587986982494,0.004281877437765541,0.008366985849032118,0.00148979074666851,0.07741996565934242,0.04414653742221377,0.030768280073162357,0.002533014154666052,0.010670903644701359,0.03985721374817435,0.018902992974190416,0.02449180306179392
10,162,0.010694152792189496,0.051382529253186496,0.009127620926216856,0.00595916298667404,0.007492254741226686,0.01697943747008222,0.009716298970472324,0.07092439633064945,0.03353712574048998,0.03985721374817435,0.02520399063225389,0.005442622902620871
different,152,0.008911793993491247,0.019268448469944934,0.010648891080586332,0.01340811672001659,0.03746127370613343,0.013583549976065775,0.04696211169061623,0.01266507077333026,0.0365859553532618,0.03985721374817435,0.01575249414515868,0.01632786870786261
hyperparameters,16,0.0,0.0020933150839388174,0.0,0.011653211423224964,0.0,0.0,0.0,0.0,0.005962021201713854,0.038970618825729914,0.0,0.0
svm,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02759281971933653,0.03321173934429843,0.03859338572120756,0.0,0.0
kaggle,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012494533410862664,0.0,0.03822829256008988,0.0,0.0
correctly,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007519441490414242,0.03822829256008988,0.0,0.0
lgb,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038154011069079716,0.0,0.0
anti,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038154011069079716,0.0,0.0
prf,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038154011069079716,0.0,0.0
aed,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038154011069079716,0.0,0.0
adaboost,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038154011069079716,0.0,0.0
492,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038154011069079716,0.0,0.0
features,40,0.0,0.004392322407818575,0.004161357774792398,0.00203762372141992,0.0,0.0,0.02214870478836851,0.024251263594214596,0.002084979905883945,0.03634246594008636,0.0,0.007444010212792148
function,94,0.0,0.014311715400045076,0.05536653825366662,0.004426191596110654,0.0,0.0,0.0,0.007525624648484196,0.0452906021875923,0.03618279044000797,0.00468009063413774,0.0
https,41,0.0,0.01386505491466478,0.0,0.009648118524708404,0.0,0.0,0.0,0.004101049231852285,0.00987234936565507,0.035850217664512136,0.07141093582336387,0.0
supervised,30,0.0,0.020797582371997168,0.0012314980132511848,0.0,0.0,0.0,0.0026218448322986193,0.01640419692740914,0.004936174682827535,0.035850217664512136,0.0,0.0
objective,16,0.0031604605990557116,0.0,0.0,0.0,0.0,0.0,0.005742947695164971,0.0,0.008109230760470681,0.03533720419571164,0.0055864326665305,0.0
reduction,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0028714738475824854,0.004491515085806124,0.005406153840313787,0.03533720419571164,0.011172865333061,0.0
records,26,0.031604605990557116,0.0,0.0,0.0,0.004428396782404174,0.024086213463873987,0.005742947695164971,0.0,0.0,0.03533720419571164,0.0,0.0
ﬁnancial,12,0.0,0.0,0.0,0.0,0.009767459930353238,0.0,0.0,0.0,0.002981010600856927,0.03464055006731548,0.006160836517717096,0.0
random,64,0.0017823587986982494,0.017127509751062163,0.0015212701543694759,0.016387698213353608,0.004994836494151124,0.006791774988032888,0.004858149485236162,0.002533014154666052,0.013719733257473174,0.03321434479014529,0.0031504988290317363,0.0027213114513104353
models,157,0.0017823587986982494,0.003211408078324156,0.009127620926216856,0.08193849106676804,0.04245611020028456,0.01697943747008222,0.03400704639665313,0.043061240629322886,0.010670903644701359,0.03321434479014529,0.006300997658063473,0.005442622902620871
284,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003759720745207121,0.03276710790864847,0.0,0.0
ei,7,0.004395897575119614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03276710790864847,0.0,0.0
preprocessing,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0039939447203925504,0.0,0.0,0.03276710790864847,0.0,0.0
2021,134,0.0,0.08145719762365558,0.04310243046379147,0.050652622254719115,0.0,0.0,0.0,0.05741468924593198,0.01974469873131014,0.03226519589806092,0.0,0.0
metrics,34,0.0,0.003466263728666195,0.0012314980132511848,0.024120296311771008,0.0,0.0,0.0,0.02870734462296599,0.012340436707068837,0.03226519589806092,0.0,0.0
neighbors,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03179500922423309,0.0,0.0
btc,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03179500922423309,0.0,0.0
randhawa,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03179500922423309,0.0,0.0
9366,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03179500922423309,0.0,0.0
catboostclassiﬁer,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03179500922423309,0.0,0.0
frauds,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03179500922423309,0.0,0.0
