Words,WordCounts,Big_data_A_review.txt,Concept drift and machine learning model for detecting.txt,DATA SCIENCE AND ITS RELATIONSHIP TO BIG DATA AND DATA-DRIVEN DECISION MAKING.txt,"Data Science, Predictive Analytics, and Big Data A Revolution.txt",Data_Mining_with_Big_Data.txt,Detecting Fraudulent Transactions Using Stacked Autoencoder.txt,Optimizing Supply Chain Data Quality.txt,Raising the Cost of Malicious AI-Powered Image Editing.txt,The Dormant Neuron Phenomenon in Deep Reinforcement Learning.txt,The Imbalanced Classification of Fraudulent Bank Transactions.txt,Towards Theoretical Understanding of Inverse Reinforcement Learning.txt,Unveiling Data Science Dynamics.txt
tier,22,0.008375403207944769,0.0,0.0,0.0,0.08387283912824357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wu,36,0.0,0.0,0.0,0.0,0.07283461305358988,0.0,0.01742711514999894,0.0,0.008373260335755276,0.0,0.0059497223956963,0.0
china,20,0.0,0.0,0.0,0.0,0.06789706024667337,0.011279162235621356,0.0,0.0,0.0,0.0,0.0,0.0
2008,24,0.0,0.0,0.0,0.0,0.0670334671102343,0.0,0.007766289804114892,0.0,0.0,0.0,0.0049714842339037045,0.0
2009,50,0.0,0.0,0.0,0.005586432666530497,0.06604389849439717,0.0,0.06636967258017012,0.0,0.005694436331475715,0.007852712043491474,0.0,0.0
complex,52,0.0257210821115905,0.006395173100481512,0.0,0.0,0.06541604588376819,0.009621833879033495,0.0,0.0018806586001286674,0.0027026445311324233,0.0027952401287187605,0.0009601985397384801,0.006305303097074473
parallel,25,0.044390803535118206,0.0,0.0,0.0,0.06350538989390617,0.0,0.0,0.0,0.0023321834183776175,0.0,0.0,0.0
pp,118,0.011889553112845355,0.059123290314252695,0.009527752934677473,0.0,0.06236695520714033,0.014232596212109466,0.004160218232712263,0.015647997385735853,0.02123802585352816,0.015505174702699928,0.015090938654030956,0.0
heterogeneous,19,0.007398467255853034,0.0,0.0,0.0,0.059977312677578054,0.0,0.0,0.0,0.0,0.0,0.0,0.005441012741945977
mapreduce,25,0.05178927079097124,0.0,0.0,0.0,0.059977312677578054,0.0,0.0,0.0,0.0,0.0,0.0,0.005441012741945977
vol,36,0.0,0.13119260081405804,0.0,0.0,0.05990917080588826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
science,273,0.027742290596639168,0.017736987094275805,0.3080640115545717,0.12133448339588428,0.05669723200649121,0.005337223579541049,0.022881200279917448,0.0,0.002498591276885666,0.012920978918916607,0.0,0.2302551511425872
systems,136,0.040750649928197304,0.01519808492799632,0.021770491610483472,0.003150498829031735,0.05667841066108855,0.00609765922554363,0.040994252370059846,0.005959162986674038,0.00856375487553109,0.022142896526763527,0.0030425403087389366,0.05244578318858687
networks,88,0.01393391842825186,0.024251263594214607,0.0,0.0,0.05315689149208443,0.006254939717651831,0.0,0.01833861349277928,0.04977965395527722,0.01817123297004318,0.0,0.006831561645724766
algorithms,117,0.003963184370948452,0.0059123290314252695,0.015879588224462456,0.007353605054296017,0.052917416539391804,0.040918714109814715,0.0,0.0,0.008745069469099831,0.0852784608648496,0.008877022737665267,0.017487732998171177
massive,29,0.03612932019581096,0.004491515085806126,0.014476205844592928,0.0,0.05168652925648474,0.0,0.0,0.0,0.0,0.003926356021745737,0.0,0.0
computing,61,0.01833851761996109,0.01367881733090459,0.005878265176592645,0.0,0.04722308031885535,0.011525031665746657,0.0019250236229918138,0.0032180752637976733,0.0034684578763578924,0.004783054784100125,0.0008215183683140696,0.016183910194588744
learning,478,0.011003110571976654,0.08480866745160846,0.0,0.0034026732858297407,0.04722308031885535,0.1333610807036399,0.0019250236229918138,0.033789790269875566,0.16186136756336833,0.1602323352673542,0.07475817151658033,0.04045977548647186
different,152,0.013583549976065768,0.012665070773330265,0.016327868707862604,0.015752494145158676,0.04696211169061623,0.03658595535326178,0.00891179399349127,0.013408116720016586,0.01926844846994495,0.03985721374817435,0.010648891080586278,0.03746127370613348
sharing,17,0.0,0.0,0.0,0.0,0.04586500381226556,0.003321173934429841,0.0,0.0,0.0,0.0,0.0,0.01632303822583793
large,80,0.022006221143953307,0.0,0.02351306070637058,0.006805346571659481,0.04547407734408293,0.0016464330951066653,0.005775070868975442,0.017699413950887203,0.0011561526254526308,0.014349164352300376,0.0032860734732562784,0.03236782038917749
applications,55,0.011889553112845355,0.011824658062850539,0.0031759176448924913,0.018384012635740046,0.04535778560519297,0.016011670738623147,0.008320436465424526,0.0017386663761928725,0.0,0.0025841957837833213,0.0,0.008743866499085588
distributed,44,0.05573567371300744,0.0034644662277449442,0.0,0.0,0.04429740957673702,0.004169959811767887,0.0,0.0,0.0014641074692728592,0.00605707765668106,0.0010403394436980943,0.017078904114311916
research,130,0.033009331715929964,0.010943053864723672,0.0,0.11909356500404093,0.04372507436931051,0.008232165475533326,0.05005061419778716,0.00482711289569651,0.0057807631272631535,0.011957636960250312,0.007393665314826626,0.010789273463059162
processing,80,0.034294776148787336,0.0,0.044658722272065944,0.0,0.04292928011122287,0.0,0.03824976291691,0.013164610200900671,0.009459255858963482,0.0027952401287187605,0.0019203970794769603,0.012610606194148947
ieee,66,0.05573567371300744,0.0311801960497045,0.0,0.0,0.04208253909790017,0.008339919623535775,0.0024377762960539943,0.02648910837845896,0.007320537346364296,0.00908561648502159,0.0,0.0
source,50,0.023223197380419766,0.0,0.0,0.0043090153182225,0.04208253909790017,0.0,0.0024377762960539943,0.03871485070697847,0.0029282149385457183,0.00605707765668106,0.0,0.003415780822862383
conference,111,0.02377910622569071,0.017736987094275805,0.0031759176448924913,0.0,0.041577970138093556,0.017790745265136833,0.004160218232712263,0.033034661147664575,0.036229573514842156,0.010336783135133285,0.01065242728519832,0.0
2010,29,0.0,0.0,0.004825401948197643,0.0,0.0402006338661548,0.002703076920156892,0.03792552718866864,0.0,0.0,0.0,0.0,0.00442839678240418
uncertain,11,0.0,0.0,0.0,0.0,0.039939447203925504,0.0,0.0,0.0,0.0,0.0,0.0,0.006159475199043569
scale,37,0.01393391842825186,0.0,0.018610025531980358,0.0043090153182225,0.03986766861906332,0.0,0.0024377762960539943,0.008150494885679678,0.005856429877091437,0.0,0.0,0.003415780822862383
university,49,0.003963184370948452,0.0,0.012703670579569965,0.03676802527148009,0.039688062404543846,0.0035581490530273664,0.006240327349068394,0.0,0.001249295638442833,0.010336783135133285,0.0017754045475330534,0.002914622166361863
model,318,0.01697943747008221,0.238103330538609,0.002721311451310434,0.003150498829031735,0.038865195881889296,0.05487893302989267,0.0035647175973965084,0.044693722400055286,0.006422816156648317,0.10185732402311223,0.04715937478545352,0.02747160071783122
example,108,0.004286847018598417,0.0,0.0480940086006864,0.015908308548065353,0.03884077724348736,0.0,0.042749735024781764,0.016925927401158006,0.0,0.025157161158468843,0.009601985397384803,0.07251098561635645
autonomous,14,0.0,0.0,0.0,0.0,0.03880884937960932,0.003321173934429841,0.0,0.0,0.004664366836755235,0.0,0.0,0.0
volumes,15,0.022195401767559103,0.0,0.005928798789999214,0.0,0.03880884937960932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
national,25,0.010089234827753516,0.0,0.0,0.0,0.03848970149628888,0.0022645301093796137,0.0,0.0022130957980553267,0.004770571800015029,0.00328934458545527,0.0011299293521156398,0.0
domain,48,0.005044617413876758,0.0,0.0,0.10296199395103026,0.03848970149628888,0.0022645301093796137,0.005295415851987079,0.0,0.004770571800015029,0.009868033756365809,0.0,0.0
blind,8,0.0,0.0,0.0,0.0,0.03720438471310548,0.0,0.0,0.0,0.0,0.0,0.0,0.0
influence,8,0.0,0.0,0.0,0.0,0.03720438471310548,0.0,0.0,0.0,0.0,0.0,0.0,0.0
semantic,8,0.0,0.0,0.0,0.0,0.03720438471310548,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elephant,8,0.0,0.0,0.0,0.0,0.03720438471310548,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dynamic,24,0.0,0.004101049231852286,0.0,0.0,0.03670582765218067,0.002468087341413766,0.0,0.0,0.003466263728666198,0.0,0.0024629960265023574,0.016173672247217927
computer,59,0.011889553112845355,0.023649316125701078,0.0031759176448924913,0.0,0.03590824693744443,0.0035581490530273664,0.006240327349068394,0.017386663761928725,0.002498591276885666,0.005168391567566643,0.0,0.02623159949725677
time,189,0.027167099952131537,0.027863155701326584,0.021770491610483472,0.04095648477741255,0.035626429558398516,0.03048829612771815,0.01782358798698254,0.008938744480011057,0.011775162953855247,0.013285737916058117,0.04792000986263825,0.02747160071783122
users,36,0.01393391842825186,0.010393398683234833,0.0,0.0043090153182225,0.03543792766138962,0.004169959811767887,0.0,0.008150494885679678,0.0,0.00908561648502159,0.0,0.013663123291449532
challenges,38,0.02786783685650372,0.0034644662277449442,0.0,0.0129270459546675,0.03543792766138962,0.004169959811767887,0.0,0.0020376237214199196,0.0,0.0,0.0010403394436980943,0.027326246582899064
individuals,15,0.0,0.0,0.0,0.006863850014838496,0.0352807721632812,0.0,0.0,0.0,0.0,0.0,0.0,0.02176405096778391
2013,95,0.030007929130188918,0.0,0.04122343594344548,0.07954154274032676,0.034752274375751846,0.0019243667758066989,0.06749958161807648,0.0037613172002573347,0.006756611327831059,0.0027952401287187605,0.0,0.0
multi,30,0.003963184370948452,0.0029561645157126348,0.0,0.0036768025271480087,0.03401833920389472,0.0017790745265136832,0.004160218232712263,0.0,0.002498591276885666,0.005168391567566643,0.0008877022737665267,0.002914622166361863
application,49,0.007926368741896905,0.0059123290314252695,0.015879588224462456,0.02206081516288805,0.03401833920389472,0.005337223579541049,0.012480654698136789,0.0017386663761928725,0.0,0.0,0.00266310682129958,0.008743866499085588
models,157,0.01697943747008221,0.0430612406293229,0.005442622902620868,0.00630099765806347,0.03400704639665313,0.010670903644701352,0.0017823587986982542,0.08193849106676802,0.0032114080783241586,0.03321434479014529,0.00912762092621681,0.042456110200284614
also,113,0.023771212458115094,0.01773109908266237,0.024491803061793906,0.028354489461285614,0.03400704639665313,0.016768562870244984,0.00891179399349127,0.010428535226679567,0.007493285516089703,0.004428579305352706,0.003803175385923671,0.057440619682738
local,25,0.005044617413876758,0.0,0.008085058860195787,0.0046800906341377384,0.03367848880925277,0.009058120437518455,0.0,0.0022130957980553267,0.0,0.00657868917091054,0.0,0.0
single,32,0.0,0.003197586550240756,0.0,0.003977077137016338,0.032708022941884095,0.011546200654840194,0.004499972107871765,0.0018806586001286674,0.0027026445311324233,0.0,0.0019203970794769603,0.0031526515485372367
sponsored,7,0.0,0.0,0.0,0.0,0.03255383662396729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proc,7,0.0,0.0,0.0,0.0,0.03255383662396729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
based,187,0.03395887494016442,0.06585836802131738,0.019049180159173038,0.01890299297419041,0.03238766323490774,0.03658595535326178,0.03921189357136159,0.013408116720016586,0.01926844846994495,0.059785820622261523,0.00912762092621681,0.014984509482453391
values,78,0.003395887494016442,0.002533014154666053,0.008163934353931302,0.003150498829031735,0.03238766323490774,0.010670903644701352,0.01782358798698254,0.0014897907466685095,0.010704693594413861,0.028785765484792586,0.006085080617477873,0.007492254741226696
diverse,9,0.008375403207944769,0.0,0.0,0.0,0.031951557763140404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foundation,11,0.007398467255853034,0.0,0.0,0.0,0.03175269494695308,0.0,0.0,0.0,0.0,0.004824173215150945,0.0,0.0
mechanism,12,0.0,0.005518563943867309,0.0,0.0,0.03175269494695308,0.0,0.007766289804114892,0.0,0.0,0.0,0.0,0.0
hadoop,36,0.18496168139632585,0.0,0.011857597579998429,0.0,0.03175269494695308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
major,16,0.0,0.0,0.010643111377043553,0.0,0.03166722306677821,0.0,0.0,0.0,0.002093315083938819,0.0,0.0,0.014651189895529876
public,19,0.030107766829842467,0.0,0.0,0.005586432666530497,0.03158621232340734,0.0,0.0,0.0,0.0,0.003926356021745737,0.0,0.00442839678240418
etc,30,0.012043106731936986,0.0,0.0,0.005586432666530497,0.03158621232340734,0.002703076920156892,0.0,0.0,0.0,0.0,0.0,0.0664259517360627
real,51,0.014670814095968873,0.005471526932361836,0.005878265176592645,0.0034026732858297407,0.03148205354590357,0.011525031665746657,0.013475165360942697,0.0032180752637976733,0.0,0.004783054784100125,0.0008215183683140696,0.013486591828823953
patterns,33,0.030267704483260546,0.0,0.020212647150489465,0.0046800906341377384,0.031272882465734717,0.009058120437518455,0.0,0.0022130957980553267,0.0,0.0,0.0,0.011129802975919761
analysis,130,0.04414653742221374,0.002533014154666053,0.024491803061793906,0.01890299297419041,0.030768280073162357,0.010670903644701352,0.01782358798698254,0.0014897907466685095,0.004281877437765545,0.03985721374817435,0.008366985849032076,0.07741996565934253
methods,133,0.030562987446147976,0.00759904246399816,0.01360655725655217,0.03150498829031735,0.030768280073162357,0.019817392483016796,0.0427766111687581,0.023836651946696152,0.010704693594413861,0.046500082706203406,0.0007606350771847341,0.0049948364941511305
machine,198,0.01286054105579525,0.07674207720577814,0.0,0.0,0.03066377150801634,0.08659650491130146,0.0,0.015045268801029339,0.018918511717926963,0.1621239274656881,0.016323375175554163,0.044137121679521316
multiple,47,0.004286847018598417,0.012790346200963023,0.0,0.0,0.03066377150801634,0.01924366775806699,0.0022499860539358825,0.0,0.004053966796698635,0.011180960514875042,0.005761191238430881,0.009457954645611711
network,142,0.021434235092992086,0.04476621170337058,0.006870572657240914,0.0,0.03066377150801634,0.046184802619360775,0.0,0.005641975800386002,0.09729520312076725,0.013976200643593803,0.0,0.006305303097074473
discovery,29,0.03848652500104282,0.004101049231852286,0.004405909937956437,0.0,0.028840293155284812,0.0,0.0,0.0,0.0,0.003585021766451214,0.0,0.03234734449443585
issues,39,0.03715711580867163,0.024251263594214607,0.0,0.0043090153182225,0.028793316224879066,0.006254939717651831,0.007313328888161983,0.0020376237214199196,0.0,0.0,0.0,0.01024734246858715
relationships,34,0.004644639476083953,0.0034644662277449442,0.007444010212792144,0.0215450765911125,0.028793316224879066,0.008339919623535775,0.0,0.0,0.0,0.0,0.005201697218490471,0.01024734246858715
program,17,0.0,0.0,0.009650803896395286,0.005586432666530497,0.028714738475824855,0.0,0.00316046059905572,0.0,0.0,0.0,0.0,0.013285190347212539
twitter,39,0.012043106731936986,0.0853387866303164,0.009650803896395286,0.0,0.028714738475824855,0.0,0.0,0.0,0.0,0.0,0.0,0.026570380694425078
december,12,0.006640696860574692,0.0,0.0,0.0,0.028500500760100387,0.0029810106008569255,0.0,0.0,0.0,0.004330068758414435,0.0,0.0
site,8,0.0,0.0,0.0,0.0,0.027957613042747853,0.0,0.0,0.0,0.0,0.0,0.0,0.006159475199043569
hace,6,0.0,0.0,0.0,0.0,0.02790328853482911,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interests,6,0.0,0.0,0.0,0.0,0.02790328853482911,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carry,6,0.0,0.0,0.0,0.0,0.02790328853482911,0.0,0.0,0.0,0.0,0.0,0.0,0.0
international,92,0.006791774988032884,0.03039616985599264,0.002721311451310434,0.003150498829031735,0.027529513749671584,0.015244148063859075,0.0035647175973965084,0.019367279706690624,0.01712750975106218,0.017714317221410824,0.006845715694662607,0.0024974182470755652
key,32,0.008573694037196834,0.0,0.003435286328620457,0.007954154274032676,0.026575268640280827,0.0,0.0022499860539358825,0.0075226344005146694,0.0013513222655662117,0.005590480257437521,0.0,0.018915909291223422
technology,44,0.021434235092992086,0.0287782789521668,0.01030585898586137,0.0,0.026575268640280827,0.0019243667758066989,0.006749958161807647,0.0,0.0013513222655662117,0.00838572038615628,0.0,0.018915909291223422
high,64,0.025673924667945526,0.005471526932361836,0.014695662941481611,0.0,0.02623504462158631,0.006585732380426661,0.007700094491967255,0.011263263423291857,0.012717678879978938,0.014349164352300376,0.0008215183683140696,0.005394636731529581
feature,29,0.0,0.036909443086670574,0.0,0.0,0.02621844832298619,0.004936174682827532,0.0,0.0,0.001733131864333099,0.02151013059870728,0.0012314980132511787,0.0
programming,22,0.021992300000595898,0.0,0.0,0.005100781130240275,0.02621844832298619,0.0,0.0,0.0,0.003466263728666198,0.0,0.0024629960265023574,0.012130254185413445
